format,dataset,task,trans,feature,label,l_pre,l_mp,l_post,stage,agg,epoch,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std
PyG,AmazonPhoto,link_pred,True,,,1,6,2,skipconcat,mean,99,0.437,0.0048,232020.0,0.1357,0.0084,0.8154,0.0033,0.7347,0.0037,0.9874,0.0006,0.8425,0.0024,0.963,0.0029
PyG,AmazonPhoto,link_pred,True,,,1,6,2,skipsum,add,99,0.4631,0.0024,316827.0,0.1586,0.0266,0.785,0.0029,0.7049,0.0025,0.9803,0.0016,0.8201,0.0022,0.9444,0.002
PyG,AmazonPhoto,link_pred,True,,,1,6,2,skipsum,max,99,0.4575,0.0012,316827.0,0.157,0.0118,0.7973,0.0014,0.7153,0.0015,0.9879,0.0009,0.8298,0.0009,0.9506,0.0013
PyG,AmazonPhoto,link_pred,True,,,1,6,2,skipsum,mean,99,0.4346,0.0012,316827.0,0.1468,0.012,0.8337,0.0007,0.7557,0.0012,0.9863,0.001,0.8557,0.0004,0.9623,0.0005
PyG,AmazonPhoto,link_pred,True,,,1,6,3,skipconcat,add,99,0.4473,0.0016,233591.0,0.1572,0.0067,0.7934,0.0018,0.7124,0.002,0.9844,0.0021,0.8266,0.0012,0.955,0.0015
PyG,AmazonPhoto,link_pred,True,,,1,6,3,skipconcat,max,99,0.4401,0.0048,233591.0,0.1663,0.0112,0.801,0.0028,0.7181,0.003,0.9909,0.0007,0.8328,0.002,0.9636,0.0026
PyG,AmazonPhoto,link_pred,True,,,1,6,3,skipconcat,mean,99,0.4355,0.0011,233591.0,0.1741,0.0516,0.8227,0.0011,0.7426,0.0011,0.9875,0.0005,0.8478,0.0009,0.9628,0.0006
PyG,AmazonPhoto,link_pred,True,,,1,6,3,skipsum,add,99,0.4566,0.0056,310209.0,0.168,0.0112,0.7841,0.005,0.7035,0.0051,0.9823,0.0009,0.8198,0.0034,0.9487,0.0032
PyG,AmazonPhoto,link_pred,True,,,1,6,3,skipsum,max,99,0.4576,0.0004,310209.0,0.1423,0.0074,0.7962,0.0022,0.7137,0.0023,0.9892,0.0004,0.8292,0.0015,0.9509,0.0008
PyG,AmazonPhoto,link_pred,True,,,1,6,3,skipsum,mean,99,0.4335,0.0026,310209.0,0.145,0.0208,0.836,0.0013,0.758,0.0017,0.9871,0.0007,0.8575,0.0009,0.9636,0.002
PyG,AmazonPhoto,link_pred,True,,,1,8,2,skipconcat,add,99,0.4611,0.005,228033.0,0.1449,0.008,0.7874,0.0032,0.7075,0.003,0.9798,0.0011,0.8217,0.0024,0.9496,0.0022
PyG,AmazonPhoto,link_pred,True,,,1,8,2,skipconcat,max,99,0.4495,0.0019,228033.0,0.1472,0.0099,0.7876,0.0012,0.7045,0.0014,0.9904,0.0007,0.8234,0.0007,0.9605,0.0007
PyG,AmazonPhoto,link_pred,True,,,1,8,2,skipconcat,mean,99,0.4398,0.0024,228033.0,0.1541,0.017,0.8163,0.0056,0.736,0.0061,0.9868,0.0003,0.8431,0.004,0.9614,0.0007
PyG,AmazonPhoto,link_pred,True,,,1,8,2,skipsum,add,79,0.4656,0.0027,303241.0,0.1668,0.0159,0.7829,0.0021,0.7034,0.002,0.9785,0.0019,0.8184,0.0015,0.9417,0.0027
PyG,AmazonPhoto,link_pred,True,,,1,8,2,skipsum,max,99,0.4634,0.0013,303241.0,0.1952,0.0166,0.7885,0.0019,0.7062,0.0017,0.9881,0.0013,0.8237,0.0015,0.9474,0.0012
PyG,AmazonPhoto,link_pred,True,,,1,8,2,skipsum,mean,99,0.4362,0.0015,303241.0,0.1621,0.0239,0.8329,0.0039,0.7548,0.0042,0.9863,0.001,0.8552,0.0031,0.9625,0.0007
PyG,AmazonPhoto,link_pred,True,,,1,8,3,skipconcat,add,99,0.4538,0.0056,225208.0,0.1444,0.0184,0.7894,0.0039,0.7091,0.0042,0.9816,0.0008,0.8234,0.0026,0.9507,0.0016
PyG,AmazonPhoto,link_pred,True,,,1,8,3,skipconcat,max,99,0.4433,0.0045,225208.0,0.1744,0.0182,0.7955,0.0034,0.7125,0.003,0.9904,0.0017,0.8288,0.0026,0.9625,0.0029
PyG,AmazonPhoto,link_pred,True,,,1,8,3,skipconcat,mean,99,0.4331,0.0018,225208.0,0.1409,0.0067,0.8262,0.0027,0.7463,0.0029,0.9883,0.0011,0.8504,0.002,0.9643,0.0009
PyG,AmazonPhoto,link_pred,True,,,1,8,3,skipsum,add,99,0.4594,0.0046,300429.0,0.1656,0.012,0.7827,0.0033,0.703,0.0038,0.979,0.0013,0.8184,0.0021,0.9454,0.0028
PyG,AmazonPhoto,link_pred,True,,,1,8,3,skipsum,max,99,0.4542,0.0023,300429.0,0.2174,0.0331,0.7974,0.0023,0.7147,0.0023,0.9902,0.0003,0.8302,0.0016,0.9538,0.0016
PyG,AmazonPhoto,link_pred,True,,,1,8,3,skipsum,mean,99,0.4303,0.0015,300429.0,0.1589,0.0086,0.8408,0.0025,0.7635,0.0028,0.9876,0.0006,0.8612,0.002,0.9658,0.0009
PyG,AmazonPhoto,link_pred,True,,,2,2,2,skipconcat,add,99,0.4538,0.0023,270941.0,0.1365,0.0153,0.788,0.0017,0.7068,0.0015,0.9844,0.001,0.8228,0.0013,0.9538,0.002
PyG,AmazonPhoto,link_pred,True,,,2,2,2,skipconcat,max,99,0.458,0.0007,270941.0,0.1745,0.0202,0.7926,0.0033,0.7097,0.0033,0.9902,0.0003,0.8268,0.0023,0.954,0.0007
PyG,AmazonPhoto,link_pred,True,,,2,2,2,skipconcat,mean,99,0.4484,0.0054,270941.0,0.1472,0.0369,0.8057,0.0013,0.7241,0.0015,0.988,0.0006,0.8357,0.0008,0.9572,0.0031
PyG,AmazonPhoto,link_pred,True,,,2,2,2,skipsum,add,99,0.4555,0.0038,348450.0,0.1451,0.0203,0.7935,0.0028,0.7122,0.0028,0.9852,0.0009,0.8267,0.002,0.9513,0.0023
PyG,AmazonPhoto,link_pred,True,,,2,2,2,skipsum,max,99,0.4565,0.0015,348450.0,0.1464,0.008,0.7932,0.0027,0.7105,0.0029,0.9899,0.0008,0.8272,0.0017,0.9524,0.0007
PyG,AmazonPhoto,link_pred,True,,,2,2,2,skipsum,mean,99,0.4449,0.0013,348450.0,0.1458,0.0145,0.8151,0.001,0.7342,0.0011,0.9878,0.0005,0.8423,0.0007,0.9576,0.0009
PyG,AmazonPhoto,link_pred,True,,,2,2,3,skipconcat,add,99,0.4428,0.0035,259841.0,0.1288,0.0078,0.8005,0.002,0.7191,0.0016,0.9862,0.0018,0.8317,0.0017,0.9584,0.0027
PyG,AmazonPhoto,link_pred,True,,,2,2,3,skipconcat,max,99,0.4488,0.0024,259841.0,0.1463,0.0231,0.801,0.0052,0.7184,0.0055,0.9902,0.0005,0.8326,0.0036,0.9571,0.0016
PyG,AmazonPhoto,link_pred,True,,,2,2,3,skipconcat,mean,99,0.4386,0.0021,259841.0,0.1385,0.0243,0.8193,0.0042,0.7381,0.0045,0.99,0.0002,0.8456,0.0031,0.9626,0.0011
PyG,AmazonPhoto,link_pred,True,,,2,2,3,skipsum,add,99,0.45,0.0027,333765.0,0.1496,0.034,0.7968,0.0015,0.7155,0.0016,0.9852,0.0009,0.829,0.001,0.9539,0.0024
PyG,AmazonPhoto,link_pred,True,,,2,2,3,skipsum,max,99,0.4485,0.0013,333765.0,0.1476,0.0045,0.801,0.0029,0.7182,0.003,0.9906,0.001,0.8327,0.002,0.9577,0.0007
PyG,AmazonPhoto,link_pred,True,,,2,2,3,skipsum,mean,99,0.4362,0.0046,333765.0,0.1461,0.0307,0.8256,0.0034,0.7455,0.0036,0.9887,0.001,0.85,0.0026,0.9631,0.003
PyG,AmazonPhoto,link_pred,True,,,2,4,2,skipconcat,add,99,0.4512,0.0018,242194.0,0.1304,0.0095,0.7901,0.0012,0.7091,0.0012,0.9838,0.0004,0.8242,0.0009,0.955,0.0011
PyG,AmazonPhoto,link_pred,True,,,2,4,2,skipconcat,max,99,0.4521,0.0061,242194.0,0.1385,0.0197,0.7902,0.0055,0.7073,0.0056,0.9902,0.0007,0.8252,0.0039,0.9588,0.0027
PyG,AmazonPhoto,link_pred,True,,,2,4,2,skipconcat,mean,79,0.4419,0.0012,242194.0,0.1407,0.0027,0.8093,0.0039,0.7277,0.0041,0.9886,0.0002,0.8383,0.0028,0.9615,0.0001
PyG,AmazonPhoto,link_pred,True,,,2,4,2,skipsum,add,79,0.4575,0.0039,325249.0,0.1697,0.0288,0.7916,0.0024,0.7115,0.0024,0.981,0.0007,0.8248,0.0017,0.9481,0.0022
PyG,AmazonPhoto,link_pred,True,,,2,4,2,skipsum,max,99,0.4585,0.0019,325249.0,0.1546,0.0078,0.7934,0.001,0.7112,0.001,0.9883,0.0007,0.8271,0.0007,0.9508,0.0016
PyG,AmazonPhoto,link_pred,True,,,2,4,2,skipsum,mean,79,0.4367,0.0049,325249.0,0.1493,0.0178,0.8255,0.0057,0.7455,0.0062,0.9885,0.0004,0.85,0.0042,0.9626,0.003
PyG,AmazonPhoto,link_pred,True,,,2,4,3,skipconcat,add,99,0.4463,0.002,235681.0,0.1455,0.0047,0.7958,0.0037,0.7143,0.0039,0.9858,0.0005,0.8284,0.0026,0.9562,0.0008
PyG,AmazonPhoto,link_pred,True,,,2,4,3,skipconcat,max,99,0.4429,0.0026,235681.0,0.1443,0.0119,0.8024,0.0006,0.7196,0.0007,0.991,0.0007,0.8338,0.0004,0.9617,0.0022
PyG,AmazonPhoto,link_pred,True,,,2,4,3,skipconcat,mean,99,0.4363,0.0008,235681.0,0.1521,0.0114,0.8229,0.0043,0.7425,0.0044,0.9887,0.0011,0.8481,0.0033,0.963,0.0002
PyG,AmazonPhoto,link_pred,True,,,2,4,3,skipsum,add,79,0.4486,0.004,316827.0,0.1585,0.0264,0.7947,0.0056,0.7135,0.0053,0.9852,0.0017,0.8276,0.0041,0.9552,0.0032
PyG,AmazonPhoto,link_pred,True,,,2,4,3,skipsum,max,99,0.4497,0.0027,316827.0,0.1743,0.0284,0.8017,0.0026,0.719,0.0028,0.9903,0.0005,0.8331,0.0018,0.9563,0.0018
PyG,AmazonPhoto,link_pred,True,,,2,4,3,skipsum,mean,99,0.4327,0.0016,316827.0,0.154,0.0164,0.8354,0.0018,0.7576,0.0017,0.9864,0.0011,0.857,0.0015,0.9642,0.0011
PyG,AmazonPhoto,link_pred,True,,,2,6,2,skipconcat,add,79,0.4603,0.0074,233783.0,0.145,0.0054,0.7869,0.0012,0.7069,0.0006,0.9801,0.0029,0.8214,0.0012,0.9487,0.0049
PyG,AmazonPhoto,link_pred,True,,,2,6,2,skipconcat,max,99,0.4494,0.0064,233783.0,0.1447,0.0034,0.7903,0.0044,0.7073,0.0043,0.9904,0.001,0.8252,0.0031,0.9606,0.0031
PyG,AmazonPhoto,link_pred,True,,,2,6,2,skipconcat,mean,99,0.4392,0.0035,233783.0,0.1471,0.0129,0.8109,0.0055,0.7299,0.0058,0.9873,0.0007,0.8393,0.004,0.9622,0.0017
PyG,AmazonPhoto,link_pred,True,,,2,6,2,skipsum,add,99,0.4604,0.0011,310209.0,0.1539,0.0162,0.7847,0.0008,0.7042,0.0007,0.9818,0.001,0.8201,0.0007,0.9465,0.0006
PyG,AmazonPhoto,link_pred,True,,,2,6,2,skipsum,max,99,0.4554,0.0019,310209.0,0.1789,0.0274,0.7949,0.0035,0.7125,0.0035,0.9887,0.0005,0.8282,0.0024,0.953,0.0015
PyG,AmazonPhoto,link_pred,True,,,2,6,2,skipsum,mean,99,0.4337,0.0022,310209.0,0.1686,0.0077,0.8344,0.0036,0.7559,0.0047,0.988,0.0013,0.8565,0.0026,0.9643,0.0015
PyG,AmazonPhoto,link_pred,True,,,2,6,3,skipconcat,add,79,0.4462,0.0024,234886.0,0.1568,0.0243,0.7958,0.0026,0.7145,0.0028,0.9854,0.0005,0.8283,0.0017,0.9562,0.0014
PyG,AmazonPhoto,link_pred,True,,,2,6,3,skipconcat,max,99,0.4435,0.0033,234886.0,0.1357,0.0062,0.8005,0.0019,0.7177,0.0022,0.9909,0.001,0.8324,0.0011,0.9622,0.0009
PyG,AmazonPhoto,link_pred,True,,,2,6,3,skipconcat,mean,99,0.4339,0.0031,234886.0,0.1415,0.0022,0.8254,0.0047,0.7457,0.0053,0.9877,0.0018,0.8498,0.0035,0.9642,0.0012
PyG,AmazonPhoto,link_pred,True,,,2,6,3,skipsum,add,99,0.4541,0.0002,303241.0,0.1713,0.0109,0.7892,0.0006,0.7083,0.0003,0.9834,0.0011,0.8235,0.0005,0.9512,0.001
PyG,AmazonPhoto,link_pred,True,,,2,6,3,skipsum,max,99,0.4539,0.0025,303241.0,0.1585,0.0116,0.7974,0.0025,0.7148,0.0027,0.9898,0.0008,0.8301,0.0018,0.9537,0.0018
PyG,AmazonPhoto,link_pred,True,,,2,6,3,skipsum,mean,99,0.4315,0.0024,303241.0,0.1872,0.0245,0.8371,0.0017,0.7594,0.002,0.9869,0.001,0.8583,0.0013,0.9654,0.0016
PyG,AmazonPhoto,link_pred,True,,,2,8,2,skipconcat,add,99,0.4613,0.004,229121.0,0.1438,0.0105,0.788,0.0009,0.7092,0.0012,0.9763,0.0011,0.8216,0.0004,0.9466,0.002
PyG,AmazonPhoto,link_pred,True,,,2,8,2,skipconcat,max,99,0.4528,0.0046,229121.0,0.1988,0.0188,0.7851,0.0033,0.7024,0.0032,0.9892,0.0007,0.8215,0.0023,0.9587,0.0024
PyG,AmazonPhoto,link_pred,True,,,2,8,2,skipconcat,mean,99,0.4367,0.0036,229121.0,0.1652,0.0474,0.8153,0.0021,0.7348,0.0024,0.9869,0.0006,0.8424,0.0015,0.9636,0.0018
PyG,AmazonPhoto,link_pred,True,,,2,8,2,skipsum,add,99,0.4585,0.0022,300429.0,0.1671,0.0183,0.7842,0.0017,0.7039,0.0019,0.9813,0.002,0.8198,0.0012,0.9474,0.0018
PyG,AmazonPhoto,link_pred,True,,,2,8,2,skipsum,max,79,0.4582,0.0008,300429.0,0.2086,0.0354,0.7943,0.0046,0.7119,0.0046,0.9887,0.0002,0.8278,0.0032,0.9503,0.0012
PyG,AmazonPhoto,link_pred,True,,,2,8,2,skipsum,mean,99,0.4349,0.0057,300429.0,0.1997,0.0307,0.8355,0.0038,0.7577,0.0039,0.9863,0.0014,0.857,0.003,0.9632,0.0034
PyG,AmazonPhoto,link_pred,True,,,2,8,3,skipconcat,add,79,0.4518,0.0032,225991.0,0.1602,0.0144,0.7927,0.003,0.712,0.0029,0.9832,0.0007,0.8259,0.0022,0.9522,0.0018
PyG,AmazonPhoto,link_pred,True,,,2,8,3,skipconcat,max,99,0.4442,0.0022,225991.0,0.1595,0.0148,0.7977,0.0037,0.7147,0.004,0.991,0.0008,0.8305,0.0025,0.9615,0.0005
PyG,AmazonPhoto,link_pred,True,,,2,8,3,skipconcat,mean,99,0.4347,0.0024,225991.0,0.144,0.003,0.827,0.0037,0.7477,0.004,0.9871,0.0005,0.8509,0.0028,0.9633,0.0015
PyG,AmazonPhoto,link_pred,True,,,2,8,3,skipsum,add,79,0.459,0.0017,295169.0,0.1588,0.0147,0.7833,0.0033,0.7026,0.0034,0.9828,0.0005,0.8193,0.0023,0.9478,0.0008
PyG,AmazonPhoto,link_pred,True,,,2,8,3,skipsum,max,99,0.455,0.002,295169.0,0.1828,0.0233,0.7962,0.0038,0.7137,0.004,0.9894,0.0007,0.8292,0.0026,0.9534,0.0009
PyG,AmazonPhoto,link_pred,True,,,2,8,3,skipsum,mean,99,0.4306,0.0017,295169.0,0.1794,0.0275,0.8387,0.0041,0.7614,0.0051,0.9865,0.0019,0.8594,0.003,0.9652,0.0019
PyG,CiteSeer,link_pred,True,,,1,2,2,skipconcat,add,59,0.9486,0.6287,558236.0,0.1056,0.0145,0.7539,0.0029,0.6707,0.0022,0.9977,0.0033,0.8022,0.0023,0.9575,0.0197
PyG,CiteSeer,link_pred,True,,,1,2,2,skipconcat,max,79,0.5024,0.0151,558236.0,0.1132,0.0208,0.7565,0.0031,0.6725,0.0029,1.0,0.0,0.8042,0.002,0.9714,0.0075
PyG,CiteSeer,link_pred,True,,,1,2,2,skipconcat,mean,79,0.4761,0.03,558236.0,0.1007,0.0094,0.7612,0.0013,0.6768,0.0011,1.0,0.0,0.8072,0.0008,0.9806,0.0062
PyG,CiteSeer,link_pred,True,,,1,2,2,skipsum,add,19,1.3963,0.5055,1021201.0,0.0949,0.0043,0.7481,0.0048,0.6654,0.0044,0.9982,0.0013,0.7984,0.003,0.9406,0.0072
PyG,CiteSeer,link_pred,True,,,1,2,2,skipsum,max,79,0.471,0.0109,1021201.0,0.1025,0.021,0.7619,0.0031,0.6774,0.0028,1.0,0.0,0.8077,0.002,0.9689,0.0047
PyG,CiteSeer,link_pred,True,,,1,2,2,skipsum,mean,99,0.4458,0.0102,1021201.0,0.1293,0.0346,0.7657,0.0052,0.6809,0.0048,1.0,0.0,0.8102,0.0034,0.9818,0.0024
PyG,CiteSeer,link_pred,True,,,1,2,3,skipconcat,add,59,0.4409,0.0149,507089.0,0.1016,0.0212,0.7581,0.0017,0.674,0.0015,1.0,0.0,0.8052,0.0011,0.9836,0.0055
PyG,CiteSeer,link_pred,True,,,1,2,3,skipconcat,max,99,0.4386,0.0119,507089.0,0.0918,0.0135,0.7676,0.01,0.6828,0.0093,1.0,0.0,0.8115,0.0066,0.9823,0.0035
PyG,CiteSeer,link_pred,True,,,1,2,3,skipconcat,mean,99,0.4396,0.0114,507089.0,0.0998,0.0147,0.7607,0.0069,0.6764,0.0063,1.0,0.0,0.807,0.0045,0.985,0.0046
PyG,CiteSeer,link_pred,True,,,1,2,3,skipsum,add,59,0.4413,0.0132,937092.0,0.1246,0.0168,0.7679,0.008,0.683,0.0075,1.0,0.0,0.8116,0.0052,0.9813,0.0045
PyG,CiteSeer,link_pred,True,,,1,2,3,skipsum,max,99,0.4648,0.0072,937092.0,0.1076,0.0053,0.7587,0.0006,0.6745,0.0005,1.0,0.0,0.8056,0.0004,0.97,0.0043
PyG,CiteSeer,link_pred,True,,,1,2,3,skipsum,mean,79,0.4343,0.0159,937092.0,0.1192,0.0302,0.7764,0.0034,0.691,0.0033,1.0,0.0,0.8173,0.0023,0.9786,0.0085
PyG,CiteSeer,link_pred,True,,,1,4,2,skipconcat,add,79,0.4533,0.0203,418065.0,0.1354,0.0077,0.7606,0.0036,0.6763,0.0033,1.0,0.0,0.8069,0.0024,0.9815,0.0065
PyG,CiteSeer,link_pred,True,,,1,4,2,skipconcat,max,99,0.5278,0.0283,418065.0,0.1092,0.0146,0.7595,0.0042,0.6752,0.0039,1.0,0.0,0.8061,0.0027,0.9591,0.0083
PyG,CiteSeer,link_pred,True,,,1,4,2,skipconcat,mean,99,0.5004,0.0379,418065.0,0.1058,0.0055,0.7611,0.0066,0.6767,0.0061,1.0,0.0,0.8072,0.0043,0.9714,0.0096
PyG,CiteSeer,link_pred,True,,,1,4,2,skipsum,add,79,0.4367,0.0137,869163.0,0.1068,0.0064,0.759,0.0004,0.6748,0.0004,1.0,0.0,0.8058,0.0003,0.9857,0.0036
PyG,CiteSeer,link_pred,True,,,1,4,2,skipsum,max,79,0.4876,0.0113,869163.0,0.111,0.0089,0.765,0.0093,0.6804,0.0087,1.0,0.0,0.8097,0.0061,0.9523,0.0028
PyG,CiteSeer,link_pred,True,,,1,4,2,skipsum,mean,79,0.4506,0.0079,869163.0,0.1124,0.0193,0.772,0.0057,0.6869,0.0054,1.0,0.0,0.8144,0.0038,0.9731,0.0021
PyG,CiteSeer,link_pred,True,,,1,4,3,skipconcat,add,79,0.4319,0.0096,387248.0,0.1311,0.046,0.7628,0.0037,0.6783,0.0034,1.0,0.0,0.8083,0.0024,0.985,0.0038
PyG,CiteSeer,link_pred,True,,,1,4,3,skipconcat,max,79,0.4597,0.0067,387248.0,0.1236,0.0319,0.7667,0.0017,0.6818,0.0016,1.0,0.0,0.8108,0.0011,0.9667,0.0059
PyG,CiteSeer,link_pred,True,,,1,4,3,skipconcat,mean,99,0.4466,0.0058,387248.0,0.0937,0.0085,0.7656,0.0037,0.6809,0.0034,1.0,0.0,0.8102,0.0024,0.9779,0.0041
PyG,CiteSeer,link_pred,True,,,1,4,3,skipsum,add,79,0.4212,0.0068,822193.0,0.1104,0.0145,0.7672,0.001,0.6823,0.0009,1.0,0.0,0.8111,0.0007,0.9866,0.0047
PyG,CiteSeer,link_pred,True,,,1,4,3,skipsum,max,99,0.4798,0.0125,822193.0,0.0926,0.0049,0.7629,0.0074,0.6784,0.0068,1.0,0.0,0.8084,0.0049,0.9512,0.0039
PyG,CiteSeer,link_pred,True,,,1,4,3,skipsum,mean,79,0.4584,0.0063,822193.0,0.1009,0.0031,0.7698,0.0023,0.685,0.0019,0.9991,0.0013,0.8127,0.0017,0.9628,0.006
PyG,CiteSeer,link_pred,True,,,1,6,2,skipconcat,add,79,0.4423,0.0175,353298.0,0.0775,0.0197,0.7706,0.0034,0.6855,0.0032,1.0,0.0,0.8134,0.0023,0.9824,0.0068
PyG,CiteSeer,link_pred,True,,,1,6,2,skipconcat,max,79,0.508,0.0192,353298.0,0.0894,0.013,0.7601,0.0057,0.6758,0.0052,1.0,0.0,0.8065,0.0037,0.9599,0.0037
PyG,CiteSeer,link_pred,True,,,1,6,2,skipconcat,mean,99,0.4619,0.0116,353298.0,0.0886,0.001,0.7694,0.0014,0.6844,0.0013,1.0,0.0,0.8126,0.0009,0.9745,0.0036
PyG,CiteSeer,link_pred,True,,,1,6,2,skipsum,add,99,0.4422,0.0109,781233.0,0.0929,0.006,0.7607,0.0072,0.6763,0.0066,1.0,0.0,0.8069,0.0047,0.9823,0.0049
PyG,CiteSeer,link_pred,True,,,1,6,2,skipsum,max,99,0.4851,0.0155,781233.0,0.1004,0.0029,0.7687,0.0065,0.6839,0.0059,0.9995,0.0007,0.8121,0.0044,0.9488,0.0062
PyG,CiteSeer,link_pred,True,,,1,6,2,skipsum,mean,59,0.4647,0.013,781233.0,0.0972,0.0071,0.778,0.0067,0.6927,0.0066,0.9995,0.0007,0.8183,0.0044,0.9573,0.0058
PyG,CiteSeer,link_pred,True,,,1,6,3,skipconcat,add,79,0.4367,0.0196,337121.0,0.095,0.007,0.7704,0.01,0.6854,0.0095,1.0,0.0,0.8133,0.0066,0.9792,0.0103
PyG,CiteSeer,link_pred,True,,,1,6,3,skipconcat,max,99,0.4594,0.003,337121.0,0.0797,0.0209,0.7692,0.0039,0.6842,0.0036,1.0,0.0,0.8125,0.0026,0.9695,0.0012
PyG,CiteSeer,link_pred,True,,,1,6,3,skipconcat,mean,99,0.4542,0.0018,337121.0,0.1045,0.002,0.7676,0.0005,0.6827,0.0004,1.0,0.0,0.8114,0.0003,0.9709,0.0016
PyG,CiteSeer,link_pred,True,,,1,6,3,skipsum,add,59,0.4261,0.0056,747993.0,0.0992,0.003,0.764,0.0039,0.6794,0.0038,0.9995,0.0007,0.809,0.0024,0.9846,0.0036
PyG,CiteSeer,link_pred,True,,,1,6,3,skipsum,max,99,0.5194,0.0447,747993.0,0.0997,0.0023,0.7629,0.0148,0.679,0.0131,0.9982,0.0017,0.8082,0.0099,0.9235,0.0249
PyG,CiteSeer,link_pred,True,,,1,6,3,skipsum,mean,79,0.4624,0.0019,747993.0,0.1261,0.0302,0.7777,0.0096,0.6929,0.0094,0.9977,0.0006,0.8178,0.0064,0.9526,0.0025
PyG,CiteSeer,link_pred,True,,,1,8,2,skipconcat,add,79,0.4469,0.0192,322689.0,0.0984,0.0028,0.7694,0.0048,0.6845,0.0045,1.0,0.0,0.8126,0.0032,0.9784,0.0088
PyG,CiteSeer,link_pred,True,,,1,8,2,skipconcat,max,99,0.5094,0.0073,322689.0,0.1051,0.008,0.7662,0.0053,0.6814,0.0049,1.0,0.0,0.8106,0.0035,0.9559,0.0033
PyG,CiteSeer,link_pred,True,,,1,8,2,skipconcat,mean,99,0.4678,0.0048,322689.0,0.118,0.0211,0.7693,0.0078,0.6844,0.0073,1.0,0.0,0.8126,0.0052,0.9695,0.0028
PyG,CiteSeer,link_pred,True,,,1,8,2,skipsum,add,99,0.4291,0.0044,717361.0,0.0981,0.003,0.765,0.0008,0.6802,0.0008,1.0,0.0,0.8097,0.0006,0.9828,0.003
PyG,CiteSeer,link_pred,True,,,1,8,2,skipsum,max,99,0.4876,0.0138,717361.0,0.074,0.0079,0.7706,0.0041,0.6856,0.0038,0.9995,0.0007,0.8133,0.0028,0.9436,0.006
PyG,CiteSeer,link_pred,True,,,1,8,2,skipsum,mean,79,0.4684,0.0093,717361.0,0.1107,0.0218,0.7678,0.007,0.6832,0.0063,0.9991,0.0013,0.8115,0.0048,0.9531,0.0056
PyG,CiteSeer,link_pred,True,,,1,8,3,skipconcat,add,79,0.4446,0.024,305074.0,0.1258,0.0413,0.7727,0.0084,0.6877,0.0078,0.9995,0.0007,0.8148,0.0057,0.9751,0.0115
PyG,CiteSeer,link_pred,True,,,1,8,3,skipconcat,max,79,0.4649,0.0122,305074.0,0.116,0.023,0.7673,0.0027,0.6825,0.0024,0.9995,0.0007,0.8111,0.0018,0.9617,0.0064
PyG,CiteSeer,link_pred,True,,,1,8,3,skipconcat,mean,99,0.4527,0.005,305074.0,0.1023,0.0041,0.7763,0.0058,0.691,0.0056,0.9995,0.0007,0.8171,0.0038,0.9653,0.0048
PyG,CiteSeer,link_pred,True,,,1,8,3,skipsum,add,59,0.4311,0.0067,696801.0,0.0941,0.0055,0.7643,0.0046,0.6796,0.0042,1.0,0.0,0.8093,0.003,0.9822,0.0013
PyG,CiteSeer,link_pred,True,,,1,8,3,skipsum,max,59,0.4882,0.006,696801.0,0.0563,0.004,0.7667,0.0072,0.6824,0.0067,0.9982,0.0006,0.8106,0.0048,0.9305,0.0042
PyG,CiteSeer,link_pred,True,,,1,8,3,skipsum,mean,59,0.4778,0.0148,696801.0,0.1036,0.0109,0.7734,0.0045,0.6907,0.0046,0.9904,0.0011,0.8139,0.0028,0.934,0.01
PyG,CiteSeer,link_pred,True,,,2,2,2,skipconcat,add,79,0.8307,0.5407,551951.0,0.0577,0.0232,0.7592,0.0046,0.6753,0.0036,0.9982,0.0026,0.8056,0.0033,0.9652,0.0256
PyG,CiteSeer,link_pred,True,,,2,2,2,skipconcat,max,79,0.5837,0.1488,551951.0,0.12,0.0427,0.7636,0.0071,0.6795,0.0061,0.9982,0.0026,0.8085,0.005,0.9514,0.0288
PyG,CiteSeer,link_pred,True,,,2,2,2,skipconcat,mean,99,0.4651,0.0238,551951.0,0.1243,0.0256,0.7598,0.0009,0.6755,0.0008,1.0,0.0,0.8063,0.0006,0.9797,0.0069
PyG,CiteSeer,link_pred,True,,,2,2,2,skipsum,add,59,0.4644,0.0318,937092.0,0.1079,0.0167,0.7596,0.0056,0.6754,0.0051,1.0,0.0,0.8062,0.0036,0.9787,0.0086
PyG,CiteSeer,link_pred,True,,,2,2,2,skipsum,max,79,0.4784,0.0154,937092.0,0.1131,0.033,0.7575,0.0037,0.6735,0.0033,1.0,0.0,0.8049,0.0024,0.9656,0.0083
PyG,CiteSeer,link_pred,True,,,2,2,2,skipsum,mean,79,0.4354,0.0116,937092.0,0.1014,0.0094,0.7643,0.0016,0.6796,0.0015,1.0,0.0,0.8093,0.0011,0.9842,0.0035
PyG,CiteSeer,link_pred,True,,,2,2,3,skipconcat,add,79,0.428,0.016,496481.0,0.1164,0.0316,0.7669,0.0042,0.6821,0.0039,1.0,0.0,0.811,0.0028,0.9853,0.0057
PyG,CiteSeer,link_pred,True,,,2,2,3,skipconcat,max,99,0.4492,0.0051,496481.0,0.1218,0.0162,0.7676,0.0061,0.6827,0.0057,1.0,0.0,0.8115,0.004,0.9769,0.0056
