format,dataset,task,trans,feature,label,l_pre,l_mp,l_post,stage,agg,epoch,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std
PyG,AmazonComputers,node,True,,,1,4,2,skipconcat,max,399,0.0015,0.0001,186445.0,0.1953,0.0165,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,4,2,skipconcat,mean,399,0.0021,0.0002,186445.0,0.1903,0.0418,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,4,2,skipsum,add,399,0.0025,0.001,259049.0,0.1615,0.0188,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,4,2,skipsum,max,399,0.0029,0.001,259049.0,0.119,0.0141,0.9999,0.0001,,,,,,,,
PyG,AmazonComputers,node,True,,,1,4,2,skipsum,mean,399,0.0014,0.0001,259049.0,0.1349,0.0022,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,4,3,skipconcat,add,399,0.0015,0.0,172360.0,0.1385,0.0128,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,4,3,skipconcat,max,399,0.0011,0.0001,172360.0,0.1317,0.0042,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,4,3,skipconcat,mean,399,0.0014,0.0002,172360.0,0.225,0.0162,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,4,3,skipsum,add,399,0.002,0.0007,248503.0,0.2639,0.0301,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,4,3,skipsum,max,399,0.0029,0.0015,248503.0,0.1847,0.0209,0.9999,0.0001,,,,,,,,
PyG,AmazonComputers,node,True,,,1,4,3,skipsum,mean,399,0.0013,0.0,248503.0,0.1847,0.0378,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,6,2,skipconcat,add,399,0.004,0.0019,173591.0,0.1591,0.0244,0.9999,0.0001,,,,,,,,
PyG,AmazonComputers,node,True,,,1,6,2,skipconcat,max,399,0.0022,0.0005,173591.0,0.1472,0.0117,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,6,2,skipconcat,mean,399,0.0029,0.0005,173591.0,0.1539,0.0237,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,6,2,skipsum,add,399,0.0119,0.0052,240035.0,0.1878,0.0337,0.9989,0.0007,,,,,,,,
PyG,AmazonComputers,node,True,,,1,6,2,skipsum,max,399,0.002,0.0005,240035.0,0.1772,0.0062,0.9999,0.0001,,,,,,,,
PyG,AmazonComputers,node,True,,,1,6,2,skipsum,mean,399,0.0016,0.0002,240035.0,0.1899,0.0194,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,6,3,skipconcat,add,399,0.0019,0.0005,167461.0,0.1611,0.0288,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,6,3,skipconcat,max,399,0.0012,0.0001,167461.0,0.1682,0.0295,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,6,3,skipconcat,mean,399,0.002,0.0011,167461.0,0.2165,0.0165,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,6,3,skipsum,add,399,0.0021,0.001,232843.0,0.2526,0.0189,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,6,3,skipsum,max,399,0.0018,0.0009,232843.0,0.2312,0.0446,0.9999,0.0002,,,,,,,,
PyG,AmazonComputers,node,True,,,1,6,3,skipsum,mean,399,0.0014,0.0,232843.0,0.2533,0.0401,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,8,2,skipconcat,add,399,0.004,0.0006,165625.0,0.1654,0.0301,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,8,2,skipconcat,max,399,0.0021,0.0002,165625.0,0.1968,0.0318,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,8,2,skipconcat,mean,399,0.0035,0.0003,165625.0,0.2188,0.027,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,8,2,skipsum,add,399,0.0096,0.0037,228217.0,0.201,0.0386,0.9992,0.0005,,,,,,,,
PyG,AmazonComputers,node,True,,,1,8,2,skipsum,max,399,0.0135,0.006,228217.0,0.2599,0.0157,0.9977,0.0008,,,,,,,,
PyG,AmazonComputers,node,True,,,1,8,2,skipsum,mean,399,0.0019,0.0002,228217.0,0.1628,0.008,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,8,3,skipconcat,add,399,0.0019,0.0004,157545.0,0.1323,0.0067,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,8,3,skipconcat,max,399,0.0012,0.0001,157545.0,0.2703,0.046,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,8,3,skipconcat,mean,399,0.0018,0.0005,157545.0,0.1621,0.0176,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,1,8,3,skipsum,add,399,0.0039,0.0021,224146.0,0.1907,0.0382,0.9999,0.0002,,,,,,,,
PyG,AmazonComputers,node,True,,,1,8,3,skipsum,max,399,0.0047,0.0019,224146.0,0.2622,0.0477,0.9993,0.0003,,,,,,,,
PyG,AmazonComputers,node,True,,,1,8,3,skipsum,mean,399,0.0019,0.0004,224146.0,0.2034,0.0384,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,2,2,skipconcat,add,399,0.0016,0.0005,214535.0,0.1671,0.013,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,2,2,skipconcat,max,399,0.0021,0.0015,214535.0,0.1576,0.0091,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,2,2,skipconcat,mean,399,0.0057,0.0033,214535.0,0.132,0.0179,0.9997,0.0003,,,,,,,,
PyG,AmazonComputers,node,True,,,2,2,2,skipsum,add,399,0.0015,0.0005,273502.0,0.1342,0.0094,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,2,2,skipsum,max,399,0.0019,0.0004,273502.0,0.1453,0.0116,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,2,2,skipsum,mean,399,0.0064,0.006,273502.0,0.1338,0.0122,0.9993,0.0009,,,,,,,,
PyG,AmazonComputers,node,True,,,2,2,3,skipconcat,add,399,0.0016,0.0009,197585.0,0.1721,0.0046,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,2,3,skipconcat,max,399,0.0017,0.0013,197585.0,0.2208,0.0363,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,2,3,skipconcat,mean,399,0.001,0.0004,197585.0,0.2578,0.0379,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,2,3,skipsum,add,399,0.0016,0.0004,259049.0,0.1711,0.0051,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,2,3,skipsum,max,399,0.0067,0.0026,259049.0,0.1344,0.0054,0.9998,0.0002,,,,,,,,
PyG,AmazonComputers,node,True,,,2,2,3,skipsum,mean,399,0.0056,0.0044,259049.0,0.1534,0.0208,0.9997,0.0005,,,,,,,,
PyG,AmazonComputers,node,True,,,2,4,2,skipconcat,add,399,0.007,0.0043,185146.0,0.1583,0.0172,0.9995,0.0005,,,,,,,,
PyG,AmazonComputers,node,True,,,2,4,2,skipconcat,max,399,0.0015,0.0,185146.0,0.1442,0.0191,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,4,2,skipconcat,mean,399,0.0017,0.0001,185146.0,0.138,0.0155,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,4,2,skipsum,add,399,0.0045,0.0003,248503.0,0.1563,0.0046,0.9999,0.0001,,,,,,,,
PyG,AmazonComputers,node,True,,,2,4,2,skipsum,max,399,0.0079,0.0012,248503.0,0.2525,0.0152,0.9995,0.0004,,,,,,,,
PyG,AmazonComputers,node,True,,,2,4,2,skipsum,mean,399,0.0012,0.0,248503.0,0.1958,0.0077,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,4,3,skipconcat,add,399,0.0014,0.0001,174663.0,0.2008,0.0473,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,4,3,skipconcat,max,399,0.0022,0.0007,174663.0,0.2351,0.0564,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,4,3,skipconcat,mean,399,0.0013,0.0002,174663.0,0.1461,0.0417,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,4,3,skipsum,add,399,0.0028,0.001,240035.0,0.3002,0.0186,0.9999,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,4,3,skipsum,max,399,0.0044,0.0021,240035.0,0.1623,0.0091,0.9999,0.0002,,,,,,,,
PyG,AmazonComputers,node,True,,,2,4,3,skipsum,mean,399,0.0011,0.0,240035.0,0.1703,0.0389,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,6,2,skipconcat,add,399,0.0021,0.0002,175615.0,0.1752,0.0112,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,6,2,skipconcat,max,399,0.002,0.0003,175615.0,0.1545,0.0302,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,6,2,skipconcat,mean,399,0.002,0.0003,175615.0,0.1554,0.0092,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,6,2,skipsum,add,399,0.0095,0.0074,232843.0,0.2362,0.0197,0.999,0.0011,,,,,,,,
PyG,AmazonComputers,node,True,,,2,6,2,skipsum,max,399,0.0028,0.0018,232843.0,0.1813,0.0121,0.9998,0.0002,,,,,,,,
PyG,AmazonComputers,node,True,,,2,6,2,skipsum,mean,399,0.0017,0.0002,232843.0,0.2452,0.0141,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,6,3,skipconcat,add,399,0.0012,0.0001,168685.0,0.2383,0.0223,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,6,3,skipconcat,max,399,0.0026,0.0013,168685.0,0.1437,0.008,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,6,3,skipconcat,mean,399,0.0014,0.0003,168685.0,0.2071,0.0187,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,6,3,skipsum,add,399,0.0034,0.0013,228217.0,0.1664,0.0399,0.9999,0.0002,,,,,,,,
PyG,AmazonComputers,node,True,,,2,6,3,skipsum,max,399,0.0015,0.0005,228217.0,0.2138,0.009,0.9998,0.0002,,,,,,,,
PyG,AmazonComputers,node,True,,,2,6,3,skipsum,mean,399,0.0012,0.0,228217.0,0.2147,0.0477,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,8,2,skipconcat,add,399,0.0026,0.0006,166849.0,0.1687,0.007,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,8,2,skipconcat,max,399,0.0046,0.0041,166849.0,0.187,0.0403,0.9999,0.0002,,,,,,,,
PyG,AmazonComputers,node,True,,,2,8,2,skipconcat,mean,399,0.0025,0.0004,166849.0,0.1944,0.0229,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,8,2,skipsum,add,399,0.0032,0.0017,224146.0,0.2079,0.0123,0.9999,0.0001,,,,,,,,
PyG,AmazonComputers,node,True,,,2,8,2,skipsum,max,399,0.0074,0.0036,224146.0,0.2086,0.0121,0.9985,0.0007,,,,,,,,
PyG,AmazonComputers,node,True,,,2,8,2,skipsum,mean,399,0.0016,0.0002,224146.0,0.3488,0.0193,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,8,3,skipconcat,add,399,0.0063,0.0065,158273.0,0.2095,0.0135,0.9993,0.001,,,,,,,,
PyG,AmazonComputers,node,True,,,2,8,3,skipconcat,max,399,0.0013,0.0001,158273.0,0.1481,0.0015,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,8,3,skipconcat,mean,399,0.0017,0.0004,158273.0,0.1456,0.0183,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,8,3,skipsum,add,399,0.0027,0.0006,218011.0,0.2185,0.0285,1.0,0.0,,,,,,,,
PyG,AmazonComputers,node,True,,,2,8,3,skipsum,max,399,0.0056,0.0014,218011.0,0.3568,0.028,0.9989,0.0005,,,,,,,,
PyG,AmazonComputers,node,True,,,2,8,3,skipsum,mean,399,0.0019,0.0005,218011.0,0.1995,0.025,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,2,2,skipconcat,add,399,0.0017,0.0005,214314.0,0.0484,0.0059,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,2,2,skipconcat,max,399,0.0012,0.0001,214314.0,0.0518,0.0073,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,2,2,skipconcat,mean,399,0.0012,0.0001,214314.0,0.0556,0.0131,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,2,2,skipsum,add,399,0.0013,0.0003,290101.0,0.0479,0.0107,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,2,2,skipsum,max,399,0.001,0.0,290101.0,0.0476,0.002,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,2,2,skipsum,mean,399,0.0013,0.0001,290101.0,0.0506,0.0071,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,2,3,skipconcat,add,399,0.001,0.0001,197369.0,0.0598,0.0156,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,2,3,skipconcat,max,399,0.0011,0.0,197369.0,0.0452,0.0039,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,2,3,skipconcat,mean,399,0.0009,0.0,197369.0,0.0515,0.008,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,2,3,skipsum,add,399,0.0013,0.0002,269156.0,0.0533,0.0009,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,2,3,skipsum,max,399,0.0008,0.0001,269156.0,0.062,0.0098,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,2,3,skipsum,mean,399,0.0017,0.0007,269156.0,0.0446,0.0021,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,4,2,skipconcat,add,399,0.0012,0.0001,184459.0,0.0906,0.0063,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,4,2,skipconcat,max,399,0.0014,0.0,184459.0,0.0519,0.0026,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,4,2,skipconcat,mean,399,0.0013,0.0,184459.0,0.0524,0.0106,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,4,2,skipsum,add,399,0.0017,0.0001,255159.0,0.0922,0.0349,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,4,2,skipsum,max,399,0.0019,0.001,255159.0,0.075,0.0074,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,4,2,skipsum,mean,399,0.0026,0.0014,255159.0,0.0611,0.0094,0.9999,0.0001,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,4,3,skipconcat,add,399,0.0011,0.0001,170854.0,0.0714,0.0198,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,4,3,skipconcat,max,399,0.0012,0.0,170854.0,0.0619,0.008,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,4,3,skipconcat,mean,399,0.0011,0.0,170854.0,0.0543,0.0045,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,4,3,skipsum,add,399,0.0017,0.0006,244949.0,0.062,0.0096,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,4,3,skipsum,max,399,0.0009,0.0,244949.0,0.0649,0.0084,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,4,3,skipsum,mean,399,0.0009,0.0,244949.0,0.0525,0.0021,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,6,2,skipconcat,add,399,0.0013,0.0001,172005.0,0.1139,0.0051,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,6,2,skipconcat,max,399,0.0014,0.0001,172005.0,0.0644,0.0085,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,6,2,skipconcat,mean,399,0.0017,0.0002,172005.0,0.0475,0.0024,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,6,2,skipsum,add,399,0.0022,0.0012,236745.0,0.1092,0.03,0.9999,0.0001,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,6,2,skipsum,max,399,0.0034,0.0026,236745.0,0.0913,0.0031,0.9999,0.0001,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,6,2,skipsum,mean,399,0.0011,0.0,236745.0,0.0971,0.032,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,6,3,skipconcat,add,399,0.0012,0.0001,166235.0,0.1029,0.0061,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,6,3,skipconcat,max,399,0.0012,0.0001,166235.0,0.0648,0.0108,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,6,3,skipconcat,mean,399,0.0012,0.0,166235.0,0.0892,0.0408,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,6,3,skipsum,add,399,0.0063,0.0068,229769.0,0.1496,0.0214,0.9991,0.0013,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,6,3,skipsum,max,399,0.0011,0.0002,229769.0,0.0842,0.0112,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,6,3,skipsum,mean,399,0.001,0.0001,229769.0,0.0589,0.0027,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,8,2,skipconcat,add,399,0.0017,0.0002,164263.0,0.0642,0.0194,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,8,2,skipconcat,max,399,0.0015,0.0,164263.0,0.1189,0.0082,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,8,2,skipconcat,mean,399,0.002,0.0001,164263.0,0.0586,0.006,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,8,2,skipsum,add,399,0.0038,0.002,225311.0,0.1313,0.0081,0.9998,0.0002,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,8,2,skipsum,max,399,0.0021,0.0004,225311.0,0.155,0.0315,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,8,2,skipsum,mean,399,0.0012,0.0002,225311.0,0.13,0.0363,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,8,3,skipconcat,add,399,0.0013,0.0001,156503.0,0.1115,0.0233,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,8,3,skipconcat,max,399,0.0011,0.0001,156503.0,0.0758,0.0064,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,8,3,skipconcat,mean,399,0.0012,0.0,156503.0,0.0708,0.0122,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,8,3,skipsum,add,399,0.0024,0.0007,221384.0,0.0924,0.0096,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,8,3,skipsum,max,399,0.0037,0.0013,221384.0,0.0822,0.0047,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,1,8,3,skipsum,mean,399,0.0011,0.0001,221384.0,0.1414,0.0028,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,2,2,skipconcat,add,399,0.0017,0.0002,211705.0,0.0447,0.001,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,2,2,skipconcat,max,399,0.0011,0.0,211705.0,0.052,0.0123,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,2,2,skipconcat,mean,399,0.0013,0.0003,211705.0,0.0649,0.0062,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,2,2,skipsum,add,399,0.001,0.0002,269156.0,0.0659,0.012,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,2,2,skipsum,max,399,0.0013,0.0004,269156.0,0.0711,0.0181,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,2,2,skipsum,mean,399,0.0015,0.0005,269156.0,0.0744,0.0201,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,2,3,skipconcat,add,399,0.0009,0.0,195399.0,0.0448,0.0023,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,2,3,skipconcat,max,399,0.0011,0.0,195399.0,0.0505,0.0044,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,2,3,skipconcat,mean,399,0.001,0.0,195399.0,0.0599,0.027,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,2,3,skipsum,add,399,0.0015,0.0,255159.0,0.0574,0.0103,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,2,3,skipsum,max,399,0.0009,0.0001,255159.0,0.0527,0.0014,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,2,3,skipsum,mean,399,0.0008,0.0,255159.0,0.0476,0.0006,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,4,2,skipconcat,add,399,0.0016,0.0006,183192.0,0.0458,0.0016,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,4,2,skipconcat,max,399,0.0015,0.0,183192.0,0.0524,0.002,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,4,2,skipconcat,mean,399,0.0013,0.0,183192.0,0.0611,0.0128,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,4,2,skipsum,add,399,0.0013,0.0001,244949.0,0.0597,0.0097,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,4,2,skipsum,max,399,0.0011,0.0001,244949.0,0.0714,0.0047,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,4,2,skipsum,mean,399,0.001,0.0,244949.0,0.065,0.0095,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,4,3,skipconcat,add,399,0.001,0.0001,173157.0,0.0532,0.0068,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,4,3,skipconcat,max,399,0.0012,0.0001,173157.0,0.0763,0.0215,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,4,3,skipconcat,mean,399,0.001,0.0001,173157.0,0.0692,0.014,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,4,3,skipsum,add,399,0.0019,0.0007,236745.0,0.0712,0.0173,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,4,3,skipsum,max,399,0.0012,0.0004,236745.0,0.0888,0.021,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,4,3,skipsum,mean,399,0.0009,0.0,236745.0,0.1294,0.0093,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,6,2,skipconcat,add,399,0.0017,0.0007,174029.0,0.0668,0.0132,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,6,2,skipconcat,max,399,0.0014,0.0001,174029.0,0.0586,0.0047,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,6,2,skipconcat,mean,399,0.0014,0.0001,174029.0,0.054,0.0011,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,6,2,skipsum,add,399,0.0038,0.004,229769.0,0.1105,0.0136,0.9996,0.0005,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,6,2,skipsum,max,399,0.002,0.0012,229769.0,0.1309,0.0182,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,6,2,skipsum,mean,399,0.001,0.0001,229769.0,0.0617,0.0014,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,6,3,skipconcat,add,399,0.0021,0.0014,167459.0,0.1107,0.0145,0.9999,0.0001,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,6,3,skipconcat,max,399,0.0011,0.0001,167459.0,0.0861,0.0198,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,6,3,skipconcat,mean,399,0.0012,0.0,167459.0,0.0663,0.0145,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,6,3,skipsum,add,399,0.0021,0.0009,225311.0,0.1176,0.0321,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,6,3,skipsum,max,399,0.0021,0.0009,225311.0,0.1048,0.0228,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,6,3,skipsum,mean,399,0.0011,0.0,225311.0,0.0783,0.0079,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,8,2,skipconcat,add,399,0.0017,0.0002,165487.0,0.0704,0.0211,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,8,2,skipconcat,max,399,0.0015,0.0,165487.0,0.0667,0.004,1.0,0.0,,,,,,,,
PyG,AmazonPhoto,node,True,,,2,8,2,skipconcat,mean,399,0.0017,0.0,165487.0,0.059,0.002,1.0,0.0,,,,,,,,
