sample,format,dataset,task,trans,feature,label,l_t,l_pre,l_mp,l_post,stage,bn,act,drop,agg,optim,lr,epoch,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std
l_t,PyG,AmazonPhoto,node,True,,,gmulconv,3,2,2,skipconcat,False,swish,0.3,mean,adam,0.001,159,0.0677,0.0296,210806.0,0.0524,0.0013,0.9883,0.0063,,,,,,,,
l_t,PyG,AmazonPhoto,node,True,,,gmulconv,3,4,1,skipsum,True,relu,0.0,max,adam,0.01,99,0.4318,0.0349,245540.0,0.107,0.0024,0.9015,0.015,,,,,,,,
l_t,PyG,AmazonPhoto,node,True,,,gmulconv,3,6,1,skipconcat,True,swish,0.3,add,sgd,0.1,59,1.2085,0.1283,195556.0,0.0906,0.0008,0.6352,0.0498,,,,,,,,
l_t,PyG,CiteSeer,node,True,,,gaddconv,1,2,2,stack,True,relu,0.0,mean,sgd,0.1,39,0.0864,0.009,908738.0,0.079,0.0039,0.9638,0.0029,,,,,,,,
l_t,PyG,CiteSeer,node,True,,,gaddconv,1,8,1,stack,False,swish,0.3,max,adam,0.1,79,1.6949,0.0904,609030.0,0.1235,0.0443,0.2594,0.0645,,,,,,,,
l_t,PyG,CiteSeer,node,True,,,generalconv,1,2,2,stack,True,relu,0.0,mean,sgd,0.1,39,0.0676,0.0073,907902.0,0.0734,0.0031,0.9697,0.002,,,,,,,,
l_t,PyG,CiteSeer,node,True,,,generalconv,1,8,1,stack,False,swish,0.3,max,adam,0.1,59,1.5878,0.0908,612756.0,0.0801,0.0015,0.3358,0.0405,,,,,,,,
l_t,PyG,CiteSeer,node,True,,,gmulconv,1,2,2,stack,True,relu,0.0,mean,sgd,0.1,39,0.0821,0.0144,908320.0,0.084,0.0066,0.9656,0.0027,,,,,,,,
l_t,PyG,CiteSeer,node,True,,,gmulconv,1,8,1,stack,False,swish,0.3,max,adam,0.1,0,1.7638,0.0215,608006.0,0.097,0.0043,0.1973,0.0195,,,,,,,,
l_t,PyG,CoauthorCS,node,True,,,gaddconv,2,2,3,skipsum,True,swish,0.6,add,sgd,0.01,399,1.1816,0.0562,1238667.0,0.7071,0.0313,0.6339,0.0205,,,,,,,,
l_t,PyG,CoauthorCS,node,True,,,gaddconv,2,4,2,stack,False,relu,0.3,add,adam,0.1,0,2.5831,0.1984,1143019.0,0.6864,0.0163,0.1342,0.0823,,,,,,,,
l_t,PyG,CoauthorCS,node,True,,,generalconv,2,2,3,skipsum,True,swish,0.6,add,sgd,0.01,399,1.0646,0.0202,1238019.0,0.6153,0.0155,0.6811,0.0042,,,,,,,,
l_t,PyG,CoauthorCS,node,True,,,generalconv,2,4,2,stack,False,relu,0.3,add,adam,0.1,0,2.6277,0.1557,1150444.0,0.7119,0.0957,0.1123,0.0801,,,,,,,,
l_t,PyG,CoauthorCS,node,True,,,gmulconv,2,2,3,skipsum,True,swish,0.6,add,sgd,0.01,379,1.5233,0.0276,1238343.0,0.6802,0.0133,0.5192,0.0114,,,,,,,,
l_t,PyG,CoauthorCS,node,True,,,gmulconv,2,4,2,stack,False,relu,0.3,add,adam,0.1,0,2.3957,0.2253,1142427.0,0.6618,0.0122,0.2272,0.0999,,,,,,,,
l_t,PyG,CoauthorPhysics,node,True,,,gaddconv,1,8,2,stack,True,relu,0.6,mean,sgd,0.001,39,2.2528,0.1278,1144325.0,1.6441,0.0517,0.3214,0.0431,,,,,,,,
l_t,PyG,CoauthorPhysics,node,True,,,gaddconv,2,8,2,skipconcat,True,relu,0.3,add,sgd,0.1,99,0.1316,0.0031,425889.0,1.6107,0.017,0.9577,0.0008,,,,,,,,
l_t,PyG,CoauthorPhysics,node,True,,,gaddconv,3,4,3,skipconcat,False,prelu,0.6,mean,sgd,0.01,19,1.3943,0.005,534819.0,1.429,0.0831,0.5047,0.0004,,,,,,,,
l_t,PyG,CoauthorPhysics,node,True,,,generalconv,1,8,2,stack,True,relu,0.6,mean,sgd,0.001,99,1.2181,0.0365,1153014.0,1.5187,0.0228,0.6013,0.0147,,,,,,,,
l_t,PyG,CoauthorPhysics,node,True,,,generalconv,2,8,2,skipconcat,True,relu,0.3,add,sgd,0.1,79,0.1292,0.0021,425345.0,1.589,0.0482,0.9583,0.0001,,,,,,,,
l_t,PyG,CoauthorPhysics,node,True,,,generalconv,3,4,3,skipconcat,False,prelu,0.6,mean,sgd,0.01,199,0.5263,0.1471,534443.0,1.3834,0.0242,0.8105,0.0709,,,,,,,,
l_t,PyG,CoauthorPhysics,node,True,,,gmulconv,1,8,2,stack,True,relu,0.6,mean,sgd,0.001,39,2.1945,0.0256,1143365.0,1.6031,0.0367,0.3289,0.0208,,,,,,,,
l_t,PyG,CoauthorPhysics,node,True,,,gmulconv,2,8,2,skipconcat,True,relu,0.3,add,sgd,0.1,99,0.1864,0.0087,425617.0,1.533,0.0344,0.9449,0.0025,,,,,,,,
l_t,PyG,CoauthorPhysics,node,True,,,gmulconv,3,4,3,skipconcat,False,prelu,0.6,mean,sgd,0.01,199,1.1635,0.0799,534631.0,1.2879,0.0408,0.5595,0.0371,,,,,,,,
l_t,PyG,Cora,node,True,,,gaddconv,1,2,2,skipsum,True,relu,0.0,mean,sgd,0.001,99,1.4471,0.0332,434518.0,0.0244,0.0004,0.4776,0.0197,,,,,,,,
l_t,PyG,Cora,node,True,,,gaddconv,2,8,1,stack,False,swish,0.3,max,sgd,0.1,0,1.9577,0.008,309162.0,0.0801,0.0456,0.1361,0.0217,,,,,,,,
l_t,PyG,Cora,node,True,,,gaddconv,3,4,2,skipconcat,True,relu,0.0,max,sgd,0.01,119,0.0571,0.005,223207.0,0.0327,0.0017,0.9994,0.0004,,,,,,,,
l_t,PyG,Cora,node,True,,,generalconv,1,2,2,skipsum,True,relu,0.0,mean,sgd,0.001,99,0.8444,0.0356,433682.0,0.0173,0.0018,0.7369,0.0085,,,,,,,,
l_t,PyG,Cora,node,True,,,generalconv,2,8,1,stack,False,swish,0.3,max,sgd,0.1,159,1.8205,0.1562,307226.0,0.0512,0.0356,0.2414,0.106,,,,,,,,
l_t,PyG,Cora,node,True,,,generalconv,3,4,2,skipconcat,True,relu,0.0,max,sgd,0.01,119,0.0391,0.0024,222727.0,0.0226,0.0012,0.9998,0.0002,,,,,,,,
l_t,PyG,Cora,node,True,,,gmulconv,1,2,2,skipsum,True,relu,0.0,mean,sgd,0.001,99,1.4338,0.0013,434100.0,0.024,0.0013,0.4871,0.0092,,,,,,,,
l_t,PyG,Cora,node,True,,,gmulconv,2,8,1,stack,False,swish,0.3,max,sgd,0.1,0,1.9715,0.0044,308194.0,0.0865,0.0373,0.1273,0.0123,,,,,,,,
l_t,PyG,Cora,node,True,,,gmulconv,3,4,2,skipconcat,True,relu,0.0,max,sgd,0.01,139,0.0642,0.0075,222967.0,0.0369,0.0024,0.9966,0.0019,,,,,,,,
l_t,PyG,TU_BZR,graph,False,,,gaddconv,2,2,3,stack,True,swish,0.0,add,adam,0.01,379,0.105,0.0567,142561.0,0.0308,0.0015,0.9577,0.0293,0.9236,0.0591,0.8775,0.0818,0.8998,0.071,0.989,0.0108
l_t,PyG,TU_BZR,graph,False,,,gaddconv,2,6,1,skipconcat,False,prelu,0.3,max,sgd,0.1,39,0.7069,0.2145,140090.0,0.0394,0.0027,0.7141,0.0963,0.4185,0.1406,0.2429,0.1206,0.2577,0.0585,0.6443,0.0479
l_t,PyG,TU_BZR,graph,False,,,gaddconv,2,8,1,stack,True,swish,0.0,add,adam,0.01,119,0.1516,0.0881,140401.0,0.0421,0.0044,0.9453,0.0392,0.896,0.0829,0.8493,0.0991,0.8714,0.0888,0.971,0.022
l_t,PyG,TU_BZR,graph,False,,,gaddconv,2,8,3,skipsum,True,prelu,0.6,max,sgd,0.01,39,0.5176,0.0227,140939.0,0.049,0.0008,0.7957,0.0091,0.7607,0.1705,0.0993,0.0088,0.1745,0.0134,0.6022,0.0347
l_t,PyG,TU_BZR,graph,False,,,generalconv,2,2,3,stack,True,swish,0.0,add,adam,0.01,239,0.0251,0.0176,141913.0,0.0203,0.0007,0.9938,0.0051,0.9952,0.0067,0.9756,0.025,0.9851,0.0124,0.9993,0.0009
l_t,PyG,TU_BZR,graph,False,,,generalconv,2,6,1,skipconcat,False,prelu,0.3,max,sgd,0.1,79,3.0986,2.1726,139154.0,0.0247,0.0009,0.6915,0.0781,0.3942,0.2878,0.1815,0.0708,0.2008,0.036,0.5467,0.0572
l_t,PyG,TU_BZR,graph,False,,,generalconv,2,8,1,stack,True,swish,0.0,add,adam,0.01,159,0.0841,0.107,140724.0,0.0284,0.002,0.967,0.0445,0.9592,0.0577,0.8729,0.1702,0.9094,0.1233,0.9811,0.0267
l_t,PyG,TU_BZR,graph,False,,,generalconv,2,8,3,skipsum,True,prelu,0.6,max,sgd,0.01,59,0.5005,0.0032,139195.0,0.0334,0.0024,0.7833,0.0101,0.5329,0.1587,0.0844,0.0323,0.1428,0.0483,0.6429,0.0322
l_t,PyG,TU_BZR,graph,False,,,gmulconv,2,2,3,stack,True,swish,0.0,add,adam,0.01,379,0.0563,0.0192,142237.0,0.0284,0.0014,0.9835,0.0077,0.9761,0.0177,0.9483,0.0164,0.962,0.0171,0.9983,0.0013
l_t,PyG,TU_BZR,graph,False,,,gmulconv,2,6,1,skipconcat,False,prelu,0.3,max,sgd,0.1,199,0.6138,0.0874,139622.0,0.0389,0.0024,0.7565,0.0555,0.6292,0.2916,0.1811,0.1063,0.2252,0.0635,0.6251,0.0256
l_t,PyG,TU_BZR,graph,False,,,gmulconv,2,8,1,stack,True,swish,0.0,add,adam,0.01,99,0.4778,0.0169,139441.0,0.0538,0.0045,0.7905,0.0129,0.9048,0.1347,0.0584,0.0627,0.0997,0.102,0.6914,0.005
l_t,PyG,TU_BZR,graph,False,,,gmulconv,2,8,3,skipsum,True,prelu,0.6,max,sgd,0.01,159,0.5087,0.0045,140067.0,0.0584,0.0048,0.7936,0.0039,0.7121,0.0536,0.0897,0.0341,0.1567,0.0553,0.6221,0.0132
l_t,PyG,TU_COX2,graph,False,,,gaddconv,2,2,3,skipsum,False,swish,0.6,add,sgd,0.1,0,1.4586,1.312,138673.0,0.0261,0.0004,0.731,0.0714,0.0609,0.0862,0.0717,0.1014,0.0659,0.0932,0.4889,0.0043
l_t,PyG,TU_COX2,graph,False,,,gaddconv,3,2,3,stack,False,prelu,0.0,max,adam,0.01,0,2.8396,3.3842,138382.0,0.0307,0.0052,0.7328,0.1017,0.5588,0.264,0.216,0.0994,0.2548,0.0667,0.6772,0.1261
l_t,PyG,TU_COX2,graph,False,,,gaddconv,3,6,1,skipconcat,False,prelu,0.0,mean,adam,0.01,339,0.4491,0.0164,137638.0,0.0569,0.0256,0.8043,0.0079,0.7364,0.1868,0.2305,0.1539,0.3074,0.1458,0.7613,0.0348
l_t,PyG,TU_COX2,graph,False,,,generalconv,2,2,3,skipsum,False,swish,0.6,add,sgd,0.1,19,0.5261,0.0043,139692.0,0.0178,0.0008,0.7837,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.4971,0.0282
l_t,PyG,TU_COX2,graph,False,,,generalconv,3,2,3,stack,False,prelu,0.0,max,adam,0.01,99,0.5243,0.0009,139615.0,0.0416,0.0271,0.7837,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.5333,0.0214
l_t,PyG,TU_COX2,graph,False,,,generalconv,3,6,1,skipconcat,False,prelu,0.0,mean,adam,0.01,19,0.5219,0.0016,136726.0,0.0276,0.0002,0.7837,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.5636,0.01
l_t,PyG,TU_COX2,graph,False,,,gmulconv,2,2,3,skipsum,False,swish,0.6,add,sgd,0.1,0,4.0967,1.0514,140018.0,0.0367,0.0115,0.5675,0.0659,0.1936,0.0157,0.3059,0.0478,0.2341,0.0046,0.492,0.0212
l_t,PyG,TU_COX2,graph,False,,,gmulconv,3,2,3,stack,False,prelu,0.0,max,adam,0.01,0,1.6124,1.5438,139913.0,0.0291,0.0022,0.7158,0.0929,0.0677,0.0957,0.1097,0.1551,0.0837,0.1184,0.555,0.0462
l_t,PyG,TU_COX2,graph,False,,,gmulconv,3,6,1,skipconcat,False,prelu,0.0,mean,adam,0.01,319,0.4025,0.0307,137182.0,0.0401,0.0033,0.84,0.011,0.7784,0.0573,0.3675,0.032,0.498,0.0339,0.8135,0.0285
l_t,PyG,TU_DD,graph,False,,,gaddconv,1,6,1,skipsum,False,swish,0.6,max,sgd,0.001,99,5.1792,3.4981,147557.0,0.1331,0.0037,0.5583,0.0243,0.4356,0.0473,0.3065,0.127,0.3463,0.1076,0.6338,0.059
l_t,PyG,TU_DD,graph,False,,,gaddconv,1,6,2,skipconcat,False,relu,0.6,mean,sgd,0.001,179,3.4508,4.1145,140889.0,0.0766,0.0154,0.6833,0.0909,0.6392,0.138,0.5105,0.121,0.5676,0.1293,0.7386,0.0983
l_t,PyG,TU_DD,graph,False,,,gaddconv,1,6,3,skipconcat,True,prelu,0.6,add,sgd,0.1,59,0.4248,0.0324,142666.0,0.1158,0.0053,0.8062,0.0182,0.7781,0.0093,0.7358,0.0521,0.7557,0.0321,0.8819,0.0189
l_t,PyG,TU_DD,graph,False,,,gaddconv,2,6,2,stack,True,relu,0.3,max,sgd,0.001,0,0.676,0.0862,146433.0,0.1917,0.0019,0.6185,0.0949,0.5392,0.1174,0.5359,0.0941,0.5372,0.1058,0.6487,0.1096
l_t,PyG,TU_DD,graph,False,,,gaddconv,2,8,1,skipconcat,True,prelu,0.3,add,sgd,0.01,119,0.6627,0.1604,141242.0,0.1883,0.0073,0.7545,0.0261,0.6793,0.0268,0.7578,0.0395,0.7163,0.0322,0.8224,0.031
l_t,PyG,TU_DD,graph,False,,,generalconv,1,6,1,skipsum,False,swish,0.6,max,sgd,0.001,59,4.6427,2.1467,147660.0,0.0873,0.0071,0.5607,0.0066,0.4496,0.0168,0.3269,0.0233,0.3783,0.0202,0.594,0.0137
l_t,PyG,TU_DD,graph,False,,,generalconv,1,6,2,skipconcat,False,relu,0.6,mean,sgd,0.001,99,0.5571,0.0183,140361.0,0.0517,0.008,0.7326,0.0161,0.718,0.009,0.5709,0.0562,0.6346,0.037,0.7891,0.0174
l_t,PyG,TU_DD,graph,False,,,generalconv,1,6,3,skipconcat,True,prelu,0.6,add,sgd,0.1,219,0.5611,0.2015,142258.0,0.1119,0.0148,0.7521,0.0879,0.7052,0.108,0.668,0.1264,0.6859,0.118,0.8061,0.1136
l_t,PyG,TU_DD,graph,False,,,generalconv,2,6,2,stack,True,relu,0.3,max,sgd,0.001,39,0.567,0.0112,144897.0,0.2082,0.0359,0.7269,0.0083,0.6738,0.0124,0.6453,0.0121,0.6592,0.0121,0.7821,0.0105
l_t,PyG,TU_DD,graph,False,,,generalconv,2,8,1,skipconcat,True,prelu,0.3,add,sgd,0.01,59,0.6633,0.2372,140282.0,0.1583,0.0256,0.7545,0.0425,0.6817,0.0468,0.7478,0.068,0.713,0.0555,0.8209,0.053
l_t,PyG,TU_DD,graph,False,,,gmulconv,1,6,2,skipconcat,False,relu,0.6,mean,sgd,0.001,179,0.5438,0.0031,140625.0,0.0904,0.0047,0.734,0.007,0.7152,0.0011,0.5822,0.0252,0.6416,0.0156,0.7996,0.0032
l_t,PyG,TU_DD,graph,False,,,gmulconv,1,6,3,skipconcat,True,prelu,0.6,add,sgd,0.1,159,0.6024,0.2209,142462.0,0.1273,0.0203,0.7372,0.0763,0.6847,0.098,0.6772,0.0788,0.6799,0.0849,0.802,0.0945
l_t,PyG,TU_DD,graph,False,,,gmulconv,2,6,2,stack,True,relu,0.3,max,sgd,0.001,0,0.9134,0.0661,145665.0,0.1876,0.0083,0.504,0.011,0.3441,0.0662,0.3198,0.2221,0.3123,0.1439,0.4645,0.0487
l_t,PyG,TU_ENZYMES,graph,False,,,gaddconv,1,8,3,skipsum,True,prelu,0.6,add,sgd,0.001,0,2.824,0.3157,135325.0,0.0532,0.005,0.1615,0.0227,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,gaddconv,2,4,3,skipconcat,True,prelu,0.3,mean,adam,0.01,359,0.1298,0.0245,138187.0,0.0374,0.0078,0.9603,0.0123,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,gaddconv,3,2,2,skipsum,False,swish,0.3,mean,sgd,0.1,79,9.7546,11.3041,134304.0,0.0231,0.0015,0.213,0.0399,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,gaddconv,3,8,1,skipconcat,False,relu,0.3,mean,sgd,0.1,19,34.6527,31.5478,137240.0,0.048,0.0061,0.1942,0.0241,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,generalconv,1,8,3,skipsum,True,prelu,0.6,add,sgd,0.001,99,2.6521,0.3749,135822.0,0.0315,0.0004,0.1747,0.0298,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,generalconv,2,4,3,skipconcat,True,prelu,0.3,mean,adam,0.01,339,0.3579,0.1139,137811.0,0.0286,0.0052,0.8817,0.0303,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,generalconv,3,2,2,skipsum,False,swish,0.3,mean,sgd,0.1,179,10.807,12.8104,135296.0,0.0178,0.0018,0.1969,0.0287,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,generalconv,3,8,1,skipconcat,False,relu,0.3,mean,sgd,0.1,79,30.5784,20.78,136296.0,0.0226,0.0016,0.1956,0.0049,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,gmulconv,1,8,3,skipsum,True,prelu,0.6,add,sgd,0.001,39,2.7698,0.5889,134413.0,0.0499,0.0056,0.1844,0.0138,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,gmulconv,2,4,3,skipconcat,True,prelu,0.3,mean,adam,0.01,279,0.4225,0.0564,137999.0,0.0425,0.0043,0.8629,0.0287,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,gmulconv,3,2,2,skipsum,False,swish,0.3,mean,sgd,0.1,159,1.7523,0.0026,135622.0,0.0368,0.005,0.2227,0.0052,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,gmulconv,3,8,1,skipconcat,False,relu,0.3,mean,sgd,0.1,59,55.334,45.0339,136768.0,0.0404,0.0003,0.1844,0.0064,,,,,,,,
l_t,PyG,TU_IMDB,graph,False,,,gaddconv,1,2,2,skipsum,False,prelu,0.6,mean,adam,0.1,0,10.572,13.3859,133555.0,0.028,0.0024,0.3333,0.0123,,,,,,,,
l_t,PyG,TU_IMDB,graph,False,,,gaddconv,3,4,2,skipconcat,True,swish,0.0,max,adam,0.001,159,0.8966,0.0155,136083.0,0.0387,0.0008,0.5694,0.0109,,,,,,,,
l_t,PyG,TU_IMDB,graph,False,,,generalconv,1,2,2,skipsum,False,prelu,0.6,mean,adam,0.1,279,1.1046,0.005,133984.0,0.0202,0.0026,0.3375,0.01,,,,,,,,
l_t,PyG,TU_IMDB,graph,False,,,generalconv,3,4,2,skipconcat,True,swish,0.0,max,adam,0.001,99,1.0972,0.0046,135603.0,0.0332,0.0027,0.3745,0.0147,,,,,,,,
l_t,PyG,TU_IMDB,graph,False,,,gmulconv,1,2,2,skipsum,False,prelu,0.6,mean,adam,0.1,199,10.2186,12.8625,134404.0,0.0288,0.0085,0.3261,0.0154,,,,,,,,
l_t,PyG,TU_IMDB,graph,False,,,gmulconv,3,4,2,skipconcat,True,swish,0.0,max,adam,0.001,179,0.9218,0.0132,135843.0,0.0392,0.0018,0.548,0.0074,,,,,,,,
l_t,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,gaddconv,1,2,1,skipconcat,True,relu,0.3,mean,sgd,0.001,299,0.409,0.0319,136004.0,0.043,0.0032,0.8415,0.0129,,,,,,,,
l_t,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,gaddconv,3,4,2,skipsum,True,swish,0.6,mean,adam,0.01,19,0.5492,0.0359,134917.0,0.052,0.0015,0.7451,0.025,,,,,,,,
l_t,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,generalconv,1,2,1,skipconcat,True,relu,0.3,mean,sgd,0.001,99,0.5446,0.0234,136453.0,0.0288,0.0033,0.7843,0.016,,,,,,,,
l_t,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,generalconv,3,4,2,skipsum,True,swish,0.6,mean,adam,0.01,19,1.2892,0.8384,133829.0,0.05,0.0278,0.5556,0.2036,,,,,,,,
l_t,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,gmulconv,1,2,1,skipconcat,True,relu,0.3,mean,sgd,0.001,239,0.4817,0.0318,136869.0,0.0372,0.0012,0.799,0.004,,,,,,,,
l_t,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,gmulconv,3,4,2,skipsum,True,swish,0.6,mean,adam,0.01,139,0.543,0.0786,134373.0,0.0512,0.0028,0.7647,0.0523,,,,,,,,
l_t,nx,scalefree,graph,True,node_const,graph_path_len,gaddconv,1,6,2,skipsum,False,prelu,0.6,add,adam,0.1,79,39.9487,28.9427,134374.0,0.0747,0.0154,0.2467,0.0023,,,,,,,,
l_t,nx,scalefree,graph,True,node_const,graph_path_len,gaddconv,2,4,3,stack,False,swish,0.3,max,adam,0.1,0,112.744,34.2711,133829.0,0.066,0.0305,0.1961,0.004,,,,,,,,
l_t,nx,scalefree,graph,True,node_const,graph_path_len,gaddconv,3,4,3,stack,True,relu,0.0,add,adam,0.01,0,2.1132,0.0591,134371.0,0.0817,0.0319,0.2304,0.0327,,,,,,,,
l_t,nx,scalefree,graph,True,node_const,graph_path_len,generalconv,1,6,2,skipsum,False,prelu,0.6,add,adam,0.1,19,2.3704,0.8602,134677.0,0.0341,0.0041,0.1585,0.0129,,,,,,,,
l_t,nx,scalefree,graph,True,node_const,graph_path_len,generalconv,2,4,3,stack,False,swish,0.3,max,adam,0.1,0,81.2619,61.6943,134676.0,0.0492,0.0217,0.1961,0.0069,,,,,,,,
l_t,nx,scalefree,graph,True,node_const,graph_path_len,generalconv,3,4,3,stack,True,relu,0.0,add,adam,0.01,379,0.2094,0.0162,135429.0,0.0388,0.0049,0.9053,0.022,,,,,,,,
l_t,nx,scalefree,graph,True,node_const,graph_path_len,gmulconv,1,6,2,skipsum,False,prelu,0.6,add,adam,0.1,19,12.6375,15.1785,135499.0,0.0792,0.0354,0.2337,0.045,,,,,,,,
l_t,nx,scalefree,graph,True,node_const,graph_path_len,gmulconv,2,4,3,stack,False,swish,0.3,max,adam,0.1,0,110.5941,17.1351,135224.0,0.0608,0.0109,0.2206,0.004,,,,,,,,
l_t,nx,scalefree,graph,True,node_const,graph_path_len,gmulconv,3,4,3,stack,True,relu,0.0,add,adam,0.01,99,1.1609,0.0486,133863.0,0.0637,0.0062,0.4755,0.028,,,,,,,,
l_t,nx,scalefree,graph,True,node_onehot,graph_path_len,gaddconv,1,2,3,skipconcat,False,relu,0.6,mean,sgd,0.001,339,1.1931,0.2153,134147.0,0.0312,0.0032,0.4412,0.0841,,,,,,,,
