sample,format,dataset,task,trans,feature,label,l_t,l_pre,l_mp,l_post,stage,bn,act,drop,agg,optim,lr,epoch,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std
l_t,PyG,Cora,node,True,,,generalconv,1,2,2,skipsum,True,relu,0.0,mean,sgd,0.001,99,0.8444,0.0356,433682.0,0.0173,0.0018,0.7369,0.0085,,,,,,,,
l_t,PyG,Cora,node,True,,,generalconv,2,8,1,stack,False,swish,0.3,max,sgd,0.1,199,1.6264,0.0719,307226.0,0.0229,0.0024,0.3654,0.032,,,,,,,,
l_t,PyG,Cora,node,True,,,generalconv,3,4,2,skipconcat,True,relu,0.0,max,sgd,0.01,199,0.0372,0.0001,222727.0,0.0206,0.0007,1.0,0.0,,,,,,,,
l_t,PyG,Cora,node,True,,,gmulconv,1,2,2,skipsum,True,relu,0.0,mean,sgd,0.001,99,1.4302,0.0062,434100.0,0.025,0.0003,0.4887,0.0113,,,,,,,,
l_t,PyG,Cora,node,True,,,gmulconv,2,8,1,stack,False,swish,0.3,max,sgd,0.1,199,1.8302,0.0004,308194.0,0.0495,0.0032,0.3041,0.0029,,,,,,,,
l_t,PyG,Cora,node,True,,,gmulconv,3,4,2,skipconcat,True,relu,0.0,max,sgd,0.01,199,0.0586,0.0046,222967.0,0.0367,0.0034,0.9974,0.0015,,,,,,,,
l_t,PyG,TU_BZR,graph,False,,,gaddconv,2,2,3,stack,True,swish,0.0,add,adam,0.01,399,0.0846,0.036,142561.0,0.03,0.0017,0.9701,0.0154,0.9736,0.0082,0.8872,0.0642,0.9275,0.0387,0.9955,0.0037
l_t,PyG,TU_BZR,graph,False,,,gaddconv,2,6,1,skipconcat,False,prelu,0.3,max,sgd,0.1,399,0.4875,0.0101,140090.0,0.0418,0.004,0.8163,0.0114,0.8316,0.0446,0.1946,0.0345,0.3146,0.0481,0.6697,0.0126
l_t,PyG,TU_BZR,graph,False,,,gaddconv,2,8,1,stack,True,swish,0.0,add,adam,0.01,199,0.0912,0.0506,140401.0,0.0429,0.0054,0.967,0.0259,0.9358,0.0431,0.9117,0.0754,0.9233,0.0597,0.9914,0.0081
l_t,PyG,TU_BZR,graph,False,,,gaddconv,2,8,3,skipsum,True,prelu,0.6,max,sgd,0.01,199,0.5065,0.0035,140939.0,0.0457,0.0009,0.7916,0.0039,0.6882,0.1755,0.0897,0.0156,0.1577,0.0275,0.6006,0.0137
l_t,PyG,TU_BZR,graph,False,,,generalconv,2,2,3,stack,True,swish,0.0,add,adam,0.01,399,0.0021,0.001,141913.0,0.0203,0.0013,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
l_t,PyG,TU_BZR,graph,False,,,generalconv,2,6,1,skipconcat,False,prelu,0.3,max,sgd,0.1,399,0.5185,0.0112,139154.0,0.0247,0.0014,0.8121,0.0039,0.7041,0.0345,0.2368,0.0074,0.3544,0.0127,0.625,0.0098
l_t,PyG,TU_BZR,graph,False,,,generalconv,2,8,1,stack,True,swish,0.0,add,adam,0.01,199,0.0041,0.0015,140724.0,0.0273,0.0011,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
l_t,PyG,TU_BZR,graph,False,,,generalconv,2,8,3,skipsum,True,prelu,0.6,max,sgd,0.01,199,0.5027,0.0084,139195.0,0.0342,0.0009,0.7947,0.0015,0.7368,0.13,0.0847,0.0208,0.1519,0.0361,0.6351,0.0306
l_t,PyG,TU_BZR,graph,False,,,gmulconv,2,2,3,stack,True,swish,0.0,add,adam,0.01,399,0.0574,0.0244,142237.0,0.0329,0.0026,0.9814,0.0134,0.9716,0.0303,0.9439,0.0287,0.9576,0.0295,0.9979,0.0018
l_t,PyG,TU_BZR,graph,False,,,gmulconv,2,6,1,skipconcat,False,prelu,0.3,max,sgd,0.1,399,0.4732,0.0166,139622.0,0.0369,0.0018,0.8214,0.0053,0.899,0.0725,0.2079,0.0488,0.3329,0.0623,0.6998,0.0241
l_t,PyG,TU_BZR,graph,False,,,gmulconv,2,8,1,stack,True,swish,0.0,add,adam,0.01,199,0.4757,0.0131,139441.0,0.0476,0.009,0.7874,0.0064,0.7556,0.175,0.0524,0.0302,0.0944,0.0515,0.6874,0.0044
l_t,PyG,TU_BZR,graph,False,,,gmulconv,2,8,3,skipsum,True,prelu,0.6,max,sgd,0.01,199,0.4951,0.0093,140067.0,0.047,0.0028,0.7916,0.0029,0.7758,0.1669,0.0755,0.0343,0.1333,0.0569,0.6454,0.0129
l_t,PyG,TU_COX2,graph,False,,,gaddconv,2,2,3,skipsum,False,swish,0.6,add,sgd,0.1,99,0.5208,0.0036,138673.0,0.0299,0.0008,0.7837,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.5339,0.0106
l_t,PyG,TU_COX2,graph,False,,,gaddconv,3,2,3,stack,False,prelu,0.0,max,adam,0.01,399,0.4684,0.0316,138382.0,0.0345,0.0039,0.7989,0.0133,0.4885,0.3584,0.102,0.0847,0.1678,0.1361,0.7043,0.088
l_t,PyG,TU_COX2,graph,False,,,gaddconv,3,6,1,skipconcat,False,prelu,0.0,mean,adam,0.01,399,0.36,0.0531,137638.0,0.0575,0.0225,0.8517,0.0297,0.841,0.0686,0.4027,0.1881,0.5103,0.1854,0.8474,0.0521
l_t,PyG,TU_COX2,graph,False,,,generalconv,2,2,3,skipsum,False,swish,0.6,add,sgd,0.1,99,0.5216,0.0064,139692.0,0.018,0.0011,0.7837,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.5196,0.0305
l_t,PyG,TU_COX2,graph,False,,,generalconv,3,2,3,stack,False,prelu,0.0,max,adam,0.01,399,0.5187,0.0049,139615.0,0.0242,0.002,0.7837,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.5731,0.0053
l_t,PyG,TU_COX2,graph,False,,,generalconv,3,6,1,skipconcat,False,prelu,0.0,mean,adam,0.01,399,0.5187,0.0048,136726.0,0.028,0.0005,0.7837,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.5735,0.0102
l_t,PyG,TU_COX2,graph,False,,,gmulconv,2,2,3,skipsum,False,swish,0.6,add,sgd,0.1,99,0.5228,0.0032,140018.0,0.0275,0.0009,0.7837,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.5099,0.0164
l_t,PyG,TU_COX2,graph,False,,,gmulconv,3,2,3,stack,False,prelu,0.0,max,adam,0.01,399,0.5178,0.0042,139913.0,0.0364,0.0034,0.7837,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.5839,0.0117
l_t,PyG,TU_COX2,graph,False,,,gmulconv,3,6,1,skipconcat,False,prelu,0.0,mean,adam,0.01,399,0.3877,0.0137,137182.0,0.0417,0.0025,0.8364,0.0143,0.7834,0.0463,0.3348,0.0534,0.4678,0.0587,0.8253,0.0186
l_t,PyG,TU_DD,graph,False,,,gaddconv,1,6,1,skipsum,False,swish,0.6,max,sgd,0.001,399,0.5474,0.0032,147557.0,0.1343,0.002,0.7432,0.0022,0.6828,0.0049,0.6964,0.006,0.6895,0.0041,0.8027,0.0025
l_t,PyG,TU_DD,graph,False,,,gaddconv,1,6,2,skipconcat,False,relu,0.6,mean,sgd,0.001,199,0.5461,0.0059,140889.0,0.0696,0.006,0.7528,0.0074,0.7478,0.0192,0.5994,0.0207,0.6649,0.0104,0.8003,0.0027
l_t,PyG,TU_DD,graph,False,,,gaddconv,1,6,3,skipconcat,True,prelu,0.6,add,sgd,0.1,399,0.3925,0.0036,142666.0,0.1224,0.0026,0.82,0.007,0.7802,0.0058,0.7803,0.0108,0.7803,0.0083,0.8995,0.0012
l_t,PyG,TU_DD,graph,False,,,gaddconv,2,6,2,stack,True,relu,0.3,max,sgd,0.001,99,0.5714,0.0091,146433.0,0.1916,0.0006,0.7382,0.0062,0.6959,0.0119,0.6409,0.0194,0.6671,0.0118,0.7757,0.0088
l_t,PyG,TU_DD,graph,False,,,gaddconv,2,8,1,skipconcat,True,prelu,0.3,add,sgd,0.01,199,0.4833,0.0049,141242.0,0.1932,0.0037,0.79,0.0107,0.7256,0.0151,0.7837,0.0121,0.7534,0.0113,0.8591,0.0024
l_t,PyG,TU_DD,graph,False,,,generalconv,1,6,1,skipsum,False,swish,0.6,max,sgd,0.001,399,0.5146,0.0106,147660.0,0.0892,0.0009,0.7549,0.0113,0.7386,0.0222,0.6219,0.0204,0.675,0.0167,0.8246,0.0107
l_t,PyG,TU_DD,graph,False,,,generalconv,1,6,2,skipconcat,False,relu,0.6,mean,sgd,0.001,199,0.5334,0.0026,140361.0,0.0628,0.008,0.7471,0.0061,0.7281,0.0052,0.6098,0.0206,0.6636,0.0144,0.809,0.0033
l_t,PyG,TU_DD,graph,False,,,generalconv,1,6,3,skipconcat,True,prelu,0.6,add,sgd,0.1,399,0.3511,0.0066,142258.0,0.1011,0.0035,0.8438,0.0023,0.8064,0.0036,0.814,0.0088,0.8102,0.0028,0.9213,0.0035
l_t,PyG,TU_DD,graph,False,,,generalconv,2,6,2,stack,True,relu,0.3,max,sgd,0.001,99,0.545,0.0055,144897.0,0.2304,0.0316,0.7393,0.0088,0.6873,0.0146,0.6669,0.014,0.6769,0.0118,0.7998,0.0063
l_t,PyG,TU_DD,graph,False,,,generalconv,2,8,1,skipconcat,True,prelu,0.3,add,sgd,0.01,199,0.4674,0.0052,140282.0,0.1605,0.0297,0.7953,0.0068,0.7254,0.0031,0.8046,0.0162,0.7629,0.0086,0.8677,0.0017
l_t,PyG,TU_DD,graph,False,,,gmulconv,1,6,2,skipconcat,False,relu,0.6,mean,sgd,0.001,199,0.5341,0.0084,140625.0,0.0947,0.003,0.7471,0.0066,0.7287,0.0111,0.6098,0.0188,0.6637,0.0102,0.8122,0.0061
l_t,PyG,TU_DD,graph,False,,,gmulconv,1,6,3,skipconcat,True,prelu,0.6,add,sgd,0.1,399,0.4246,0.0113,142462.0,0.1096,0.0108,0.8059,0.0053,0.7658,0.0068,0.7578,0.0048,0.7618,0.0045,0.8822,0.0059
l_t,PyG,TU_DD,graph,False,,,gmulconv,2,6,2,stack,True,relu,0.3,max,sgd,0.001,99,0.5928,0.0153,145665.0,0.1848,0.0086,0.7251,0.0072,0.681,0.0102,0.6185,0.0037,0.6483,0.0065,0.7617,0.0078
l_t,PyG,TU_ENZYMES,graph,False,,,gaddconv,1,8,3,skipsum,True,prelu,0.6,add,sgd,0.001,99,2.3729,0.1221,135325.0,0.0521,0.0017,0.1955,0.0162,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,gaddconv,2,4,3,skipconcat,True,prelu,0.3,mean,adam,0.01,399,0.109,0.0132,138187.0,0.0347,0.0003,0.9694,0.0081,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,gaddconv,3,2,2,skipsum,False,swish,0.3,mean,sgd,0.1,199,1.7443,0.0052,134304.0,0.0237,0.0035,0.231,0.0116,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,gaddconv,3,8,1,skipconcat,False,relu,0.3,mean,sgd,0.1,399,,,137240.0,0.0532,0.0076,0.1983,0.0313,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,generalconv,1,8,3,skipsum,True,prelu,0.6,add,sgd,0.001,99,2.3477,0.0365,135822.0,0.0335,0.0021,0.1928,0.0154,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,generalconv,2,4,3,skipconcat,True,prelu,0.3,mean,adam,0.01,399,0.2015,0.0233,137811.0,0.0284,0.0046,0.9276,0.0158,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,generalconv,3,2,2,skipsum,False,swish,0.3,mean,sgd,0.1,199,1.7503,0.006,135296.0,0.017,0.0001,0.2178,0.0094,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,generalconv,3,8,1,skipconcat,False,relu,0.3,mean,sgd,0.1,399,2.0724,0.0412,136296.0,0.0225,0.0003,0.1914,0.0371,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,gmulconv,1,8,3,skipsum,True,prelu,0.6,add,sgd,0.001,99,2.5982,0.4592,134413.0,0.0468,0.0033,0.1837,0.0107,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,gmulconv,2,4,3,skipconcat,True,prelu,0.3,mean,adam,0.01,399,0.2924,0.0179,137999.0,0.0451,0.0054,0.8963,0.0087,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,gmulconv,3,2,2,skipsum,False,swish,0.3,mean,sgd,0.1,199,1.7447,0.0057,135622.0,0.0332,0.0018,0.2248,0.0077,,,,,,,,
l_t,PyG,TU_ENZYMES,graph,False,,,gmulconv,3,8,1,skipconcat,False,relu,0.3,mean,sgd,0.1,399,,,136768.0,0.0399,0.0032,0.1691,0.0112,,,,,,,,
l_t,PyG,TU_IMDB,graph,False,,,gaddconv,1,2,2,skipsum,False,prelu,0.6,mean,adam,0.1,399,1.0974,0.0009,133555.0,0.0252,0.001,0.3481,0.0032,,,,,,,,
l_t,PyG,TU_IMDB,graph,False,,,gaddconv,3,4,2,skipconcat,True,swish,0.0,max,adam,0.001,199,0.8963,0.0111,136083.0,0.0398,0.0023,0.5632,0.014,,,,,,,,
l_t,PyG,TU_IMDB,graph,False,,,generalconv,1,2,2,skipsum,False,prelu,0.6,mean,adam,0.1,399,1.0969,0.0006,133984.0,0.0208,0.0038,0.3545,0.0136,,,,,,,,
l_t,PyG,TU_IMDB,graph,False,,,generalconv,3,4,2,skipconcat,True,swish,0.0,max,adam,0.001,199,1.0886,0.0018,135603.0,0.032,0.0025,0.3803,0.0034,,,,,,,,
l_t,PyG,TU_IMDB,graph,False,,,gmulconv,1,2,2,skipsum,False,prelu,0.6,mean,adam,0.1,399,1.0958,0.0021,134404.0,0.026,0.0031,0.3475,0.0085,,,,,,,,
l_t,PyG,TU_IMDB,graph,False,,,gmulconv,3,4,2,skipconcat,True,swish,0.0,max,adam,0.001,199,0.9139,0.0079,135843.0,0.0376,0.001,0.5549,0.0045,,,,,,,,
l_t,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,gaddconv,1,2,1,skipconcat,True,relu,0.3,mean,sgd,0.001,399,0.3729,0.0113,136004.0,0.039,0.0016,0.8496,0.0141,,,,,,,,
l_t,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,gaddconv,3,4,2,skipsum,True,swish,0.6,mean,adam,0.01,199,0.3108,0.0143,134917.0,0.0514,0.0006,0.8758,0.0129,,,,,,,,
l_t,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,generalconv,1,2,1,skipconcat,True,relu,0.3,mean,sgd,0.001,399,0.4552,0.0245,136453.0,0.033,0.0065,0.7974,0.0141,,,,,,,,
l_t,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,generalconv,3,4,2,skipsum,True,swish,0.6,mean,adam,0.01,199,0.403,0.0229,133829.0,0.0344,0.0038,0.8251,0.0167,,,,,,,,
l_t,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,gmulconv,1,2,1,skipconcat,True,relu,0.3,mean,sgd,0.001,399,0.4315,0.0046,136869.0,0.0421,0.0047,0.8284,0.0174,,,,,,,,
l_t,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,gmulconv,3,4,2,skipsum,True,swish,0.6,mean,adam,0.01,199,0.4084,0.0082,134373.0,0.0449,0.0037,0.8137,0.008,,,,,,,,
l_t,nx,scalefree,graph,True,node_const,graph_path_len,gaddconv,1,6,2,skipsum,False,prelu,0.6,add,adam,0.1,399,1.6124,0.0072,134374.0,0.063,0.012,0.2092,0.0167,,,,,,,,
l_t,nx,scalefree,graph,True,node_const,graph_path_len,gaddconv,2,4,3,stack,False,swish,0.3,max,adam,0.1,199,1.6154,0.0069,133829.0,0.0473,0.0033,0.2141,0.0092,,,,,,,,
l_t,nx,scalefree,graph,True,node_const,graph_path_len,gaddconv,3,4,3,stack,True,relu,0.0,add,adam,0.01,399,0.764,0.0617,134371.0,0.0489,0.0066,0.6634,0.0231,,,,,,,,
l_t,nx,scalefree,graph,True,node_const,graph_path_len,generalconv,1,6,2,skipsum,False,prelu,0.6,add,adam,0.1,399,1.6075,0.0008,134677.0,0.0358,0.0009,0.2141,0.0023,,,,,,,,
l_t,nx,scalefree,graph,True,node_const,graph_path_len,generalconv,2,4,3,stack,False,swish,0.3,max,adam,0.1,199,1.6073,0.0014,134676.0,0.0337,0.0002,0.2157,0.0069,,,,,,,,
l_t,nx,scalefree,graph,True,node_const,graph_path_len,generalconv,3,4,3,stack,True,relu,0.0,add,adam,0.01,399,0.21,0.0261,135429.0,0.0377,0.0023,0.9118,0.0144,,,,,,,,
l_t,nx,scalefree,graph,True,node_const,graph_path_len,gmulconv,1,6,2,skipsum,False,prelu,0.6,add,adam,0.1,399,1.5546,0.0494,135499.0,0.0522,0.005,0.2974,0.0661,,,,,,,,
l_t,nx,scalefree,graph,True,node_const,graph_path_len,gmulconv,2,4,3,stack,False,swish,0.3,max,adam,0.1,199,1.6074,0.0015,135224.0,0.0472,0.0023,0.2108,0.0139,,,,,,,,
l_t,nx,scalefree,graph,True,node_const,graph_path_len,gmulconv,3,4,3,stack,True,relu,0.0,add,adam,0.01,399,0.7807,0.0317,133863.0,0.0549,0.0069,0.6814,0.012,,,,,,,,
l_t,nx,scalefree,graph,True,node_onehot,graph_path_len,gaddconv,1,2,3,skipconcat,False,relu,0.6,mean,sgd,0.001,399,1.0673,0.0331,134147.0,0.0308,0.0027,0.5163,0.0122,,,,,,,,
l_t,nx,scalefree,graph,True,node_onehot,graph_path_len,gaddconv,1,6,2,skipconcat,False,relu,0.6,max,sgd,0.01,99,0.6147,0.0331,138693.0,0.0433,0.0008,0.6781,0.0162,,,,,,,,
